date,price,volume,ma_21,ma_50,ma_200,event,quantum_signal
2024-12-14,2938022.8161000023,239978.28457991593,2539560.9314631703,2098081.035608099,,,0
2024-12-15,3003611.752484908,246263.12535309276,2576550.7896267497,2128725.7780672153,,,0
2024-12-16,3037890.561483725,242079.34542806185,2614760.622448626,2159991.4903999786,,,-1
2024-12-17,3065093.460014801,241438.86989901753,2652392.387182212,2191289.486989998,,,0
2024-12-18,3083298.1940835444,236076.27270249047,2689404.1567219016,2222479.3419048125,,,0
2024-12-19,3103222.566399562,246114.92364212743,2726201.109387349,2253597.672797441,,,0
2024-12-20,3144228.99385131,230905.3192352179,2764519.320756175,2285375.1296262313,,,0
2024-12-21,3191490.93863194,235782.6075153993,2803469.670903336,2317561.015736855,,,0
2024-12-22,3229534.575896847,227879.59784854914,2842502.9778054166,2350251.6239718874,,,0
2024-12-23,3265884.228901027,232692.0997070879,2880807.2138109873,2383361.3076691744,,,0
2024-12-24,3357428.1264222222,243548.9941429886,2919226.259547551,2417255.3189956103,,,0
2024-12-25,3363783.281949822,254275.75618344944,2957848.4668303807,2451521.10460596,,,0
2024-12-26,3417017.8272750094,232436.2360474004,2996905.2381755826,2486449.2174736075,,,0
2024-12-27,3462434.307287609,240075.26378764035,3034355.851535062,2520928.252874647,,,0
2024-12-28,3484537.2871791576,241359.0970345689,3072851.1275577275,2555936.970768434,,,0
2024-12-29,3496545.8513318226,223216.54997891988,3111855.9325547805,2590993.120300325,,,0
2024-12-30,3522052.6731465384,217018.96309600858,3151440.6687824824,2625650.0057464275,,,0
2024-12-31,3574062.2585548605,261055.07493863243,3190760.3119009207,2660235.1599275423,,,0
2025-01-01,3640663.5554094054,236139.61314110825,3229592.9086706103,2695451.681455582,,,0
2025-01-02,3704085.6203138335,234125.38728843274,3268327.9034386743,2730962.801244854,,,0
2025-01-03,3727020.950510619,233967.3449157659,3307089.265812129,2767169.4703956344,,,0
2025-01-04,3783376.902579601,237719.39151289483,3345849.1100624097,2803496.2266490287,,,0
2025-01-05,3800899.779627193,236179.54357334034,3384480.601121267,2840153.1089597372,,,0
2025-01-06,3817320.4747424456,219906.59533029975,3422185.1061244877,2876885.8728987155,,,0
2025-01-07,3884097.1280369638,232340.78246591412,3460931.727555299,2913916.0891527575,,,0
2025-01-08,4022192.711778616,233937.4483548509,3503187.500881664,2952030.247895817,,,0
2025-01-09,4062527.265356915,250486.63604904432,3547615.4931346388,2990538.4348243605,,,0
2025-01-10,4112576.5090296017,241716.58251462926,3591621.274339643,3029219.8785255495,,,0
2025-01-11,4093902.746929234,234512.44397853373,3635291.8472405793,3068076.451611776,,,-1
2025-01-12,4133224.2041823138,243769.1603125625,3677945.4906798517,3106897.861240074,,,0
2025-01-13,4241373.214336322,239699.14575456892,3722247.994047314,3146296.719364181,,,0
2025-01-14,4296664.961567035,231697.69907437052,3766100.3370376667,3186221.6289022234,,,0
2025-01-15,4284297.290515485,242823.27385252385,3811047.756780045,3226875.2390315193,,,0
2025-01-16,4360030.274733063,238204.6294319782,3856206.8774928567,3268046.683805277,,,0
2025-01-17,4444422.158590507,238577.870780149,3904757.5209628423,3310326.6552690747,,,0
2025-01-18,4471985.885460249,244272.41369187555,3952735.9513881775,3353019.751710555,,,0
2025-01-19,4556826.002620257,247823.69798928412,4001914.604565079,3396496.0914123002,,,0
2025-01-20,4631911.355522284,241616.37468318947,4052104.280111098,3440116.733367691,,,0
2025-01-21,4736036.968507655,254206.7880036879,4104453.864681496,3484317.3819087236,,,0
2025-01-22,4723675.993472936,225419.1124624909,4158216.0259934114,3529053.503059555,,,0
2025-01-23,4816065.220450541,233630.42950967047,4211647.592521469,3573759.506293558,,,0
2025-01-24,4922787.9376848275,253478.360377757,4266182.847872384,3618919.5452779373,,,0
2025-01-25,5009180.226562842,239353.26325943897,4323333.389373208,3665289.397124032,,,0
2025-01-26,5094383.2690568045,227290.8629836595,4383747.887009494,3713572.0718175187,,,0
2025-01-27,5133170.229275226,234523.87640216117,4444869.543991249,3762172.388826114,,,0
2025-01-28,5137256.005247542,222173.0986641873,4504311.195340308,3810586.95214012,,,0
2025-01-29,5190136.903086437,243964.0545483629,4562354.7285689935,3859568.959840137,,,0
2025-01-30,5320888.060927272,233334.414912012,4621514.455882391,3909132.1442758394,,,0
2025-01-31,5322354.681511525,254215.16659299252,4680914.295955371,3958525.2965252297,,,0
2025-02-01,5351884.729688252,247865.48356463225,4739172.261953714,4007098.6533920374,,,0
2025-02-02,5384791.566974512,242822.98062794426,4799620.750694425,4056122.985317201,,,0
2025-02-03,5526912.000991728,245426.75219297982,4862264.612505942,4106296.524973442,,,-1
2025-02-04,5540794.429865563,234989.5786638004,4924918.486932334,4156487.9319853806,,,0
2025-02-05,5667441.715613507,259697.08227403194,4987318.278489987,4207544.113380785,,,0
2025-02-06,5659957.820022042,247589.93226033077,5049673.451510963,4259359.787616682,,,0
2025-02-07,5656583.694336719,228368.09067341598,5108767.650695021,4311004.602618298,,,-1
2025-02-08,5714780.876441485,249108.6454180575,5168327.277644412,4362619.093603615,,,0
2025-02-09,5856535.668476586,244224.77345205224,5229346.87057946,4415364.515276272,,,0
2025-02-10,5970110.571413533,241989.1868856874,5290941.7673773775,4468461.024987915,,,0
2025-02-11,6029670.552969121,221245.42051791315,5352277.821079794,4522335.036961623,,,0
2025-02-12,5964128.187939544,243987.27039330144,5410881.952956968,4575548.894291511,,,0
2025-02-13,6032859.958661515,242030.52788308501,5467844.6825883705,4627957.916911914,,,0
2025-02-14,6121945.757492644,236242.3756328234,5525289.990198249,4680841.141127458,,,0
2025-02-15,6147662.794038963,233143.41673230164,5583130.732334039,4735774.847059603,,,-1
2025-02-16,6331308.198919847,233571.99323700025,5639494.516596311,4791562.295213724,,,0
2025-02-17,6393701.559978776,236694.5596499437,5699305.14198801,4848901.05678807,,,0
2025-02-18,6520193.354244633,241651.75030440444,5762108.510686486,4907067.445739802,,,0
2025-02-19,6648868.167592659,221728.61470384122,5827241.712461654,4966891.148075645,,,0
2025-02-20,6698357.8289152505,239402.25875509653,5892652.518807594,5027617.180533372,,,0
2025-02-21,6717150.5588043025,246672.10552044297,5958364.0268467795,5088340.468356634,,,0
2025-02-22,6858968.975206315,245955.97431059676,6028778.570544156,5150208.161379489,,,0
2025-02-23,6999282.8816652745,248031.2456486498,6101560.664182105,5213521.838047473,,,0
2025-02-24,7071246.784748404,249204.1291477959,6174867.264804986,5278258.923720605,,,0
2025-02-25,7093729.353115871,243733.44947788748,6248454.859789886,5343521.228524848,,,0
2025-02-26,7221923.25997932,246765.70336227224,6321329.27932718,5408911.085124975,,,0
2025-02-27,7223561.631113502,240349.91393316424,6395271.292570133,5474034.98012584,,,0
2025-02-28,7482909.84252294,231066.98134319083,6473773.34528868,5539990.900522995,,,0
2025-03-01,7542172.277358103,245946.37436573856,6555339.780353905,5607380.866129605,,,0
2025-03-02,7669088.697320222,243708.0798589378,6637767.786948794,5676404.409953722,,,0
2025-03-03,7714247.489095293,249815.42102301292,6723252.257850426,5747489.867199556,,,0
2025-03-04,7747050.855589122,233741.20326108317,6809106.465736244,5818815.595070972,,,0
2025-03-05,7967265.78318738,253051.86258155876,6898004.38083317,5890948.592685621,,,0
2025-03-06,8052949.091382111,233560.36244516924,6994123.195054848,5964849.60098733,,,0
2025-03-07,8214708.046137854,235938.98188504233,7093473.294763764,6040493.036381239,,,0
2025-03-08,8224296.080160712,240182.54802244168,7192104.889012302,6116460.741640375,,,0
2025-03-09,8357313.962587,235264.80934060205,7288833.057840118,6192723.0799235385,,,0
2025-03-10,8270385.019166405,241002.28443267258,7381897.614583821,6268493.920995942,,,-1
2025-03-11,8285490.560545253,235516.3114991925,7472477.977442046,6343624.3986188,,,0
2025-03-12,8388802.328144541,240927.05554553744,7558288.726985533,6417501.790243342,,,0
2025-03-13,8458181.84354419,236967.90326606465,7644271.19487807,6491760.351464929,,,-1
2025-03-14,8447856.992860587,240934.12478481792,7730118.826177787,6566098.386492288,,,0
2025-03-15,8539902.06092016,229967.25377896204,7814633.835745297,6640557.576286113,,,0
2025-03-16,8826842.353599947,220383.23956346067,7899540.756642939,6715528.9323007595,,,-1
2025-03-17,8864222.59210383,250448.92018396573,7984429.532767725,6790545.214939062,,,0
2025-03-18,9129639.64909134,244072.56540590874,8074803.449938307,6868093.469022612,,,0
2025-03-19,9078110.464298045,247894.98738881195,8168033.565806006,6947674.4807205675,,,0
2025-03-20,9163460.680856442,244562.0533197619,8257792.192122356,7026118.714818252,,,0
2025-03-21,9179442.523998378,242373.50234042376,8345692.2664709855,7104145.5809702035,,,0
2025-03-22,9324546.618976576,239308.69116118798,8435535.017213184,7184321.569057886,,,0
2025-03-23,9490517.664533082,246832.97054750347,8523767.548625592,7265934.430355911,,,0
2025-03-24,9536088.373437384,242715.20260457642,8612087.784775259,7348726.021513507,,,0
2025-03-25,9700657.822591068,245240.3280701561,8703340.893338894,7432067.633020813,,,0
2025-03-26,9817844.5715481,239846.94059026838,8795807.716170084,7516722.068965478,,,0
2025-03-27,9834695.20446007,235389.2127353041,8884929.302071884,7601846.230891727,,,0
2025-03-28,9851520.654498745,237668.71369427576,8965223.466160517,7685024.0425340505,,,0
2025-03-29,10003360.4327696,230473.51018027883,9045832.453656603,7770027.958884241,,,0
2025-03-30,10209139.480065163,239398.22131091324,9130448.392402893,7856813.948122101,,,0
2025-03-31,10108567.937215129,227339.36304844,9216423.154706223,7943065.9603291815,,,-1
2025-04-01,10279373.302635377,248038.73080962317,9303998.089303022,8029108.053827572,,,0
2025-04-02,10162475.495945048,8124.0931823102155,9307597.010128994,8032576.882664485,,,0
